locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBBINGLK_00353	CDS	1326	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
MBBINGLK_00354	CDS	579				hypothetical protein
MBBINGLK_00355	CDS	330	zapA		COG3027	Cell division protein ZapA
MBBINGLK_00356	CDS	603	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
MBBINGLK_00357	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
MBBINGLK_00358	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
MBBINGLK_00359	CDS	231				hypothetical protein
MBBINGLK_00360	CDS	894	argP		COG0583	HTH-type transcriptional regulator ArgP
MBBINGLK_00361	CDS	1056	scpA	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
MBBINGLK_00362	CDS	897	cynR_1			HTH-type transcriptional regulator CynR
MBBINGLK_00363	CDS	741			COG2968	26 kDa periplasmic immunogenic protein
MBBINGLK_00364	CDS	633	argO		COG1279	Arginine exporter protein ArgO
MBBINGLK_00365	CDS	861	mscS		COG0668	Small-conductance mechanosensitive channel
MBBINGLK_00366	CDS	1080	fbaA_1	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
MBBINGLK_00367	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
MBBINGLK_00368	CDS	1020	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
MBBINGLK_00369	CDS	432				hypothetical protein
MBBINGLK_00370	CDS	579				hypothetical protein
MBBINGLK_00371	CDS	708				hypothetical protein
MBBINGLK_00372	CDS	678	ecfA1_1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
MBBINGLK_00373	CDS	678	ecfA1_2	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
MBBINGLK_00374	CDS	714	coaA_1	2.7.1.33		Pantothenate kinase
MBBINGLK_00375	CDS	510	fumE	4.2.1.2	COG3722	Fumarase E
MBBINGLK_00376	CDS	189	yggF	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 2 class 2
MBBINGLK_00377	CDS	1278	yggP_1	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
MBBINGLK_00378	CDS	1389	mtlA_1			PTS system mannitol-specific EIICB component
MBBINGLK_00379	CDS	444	cmtB		COG1762	Mannitol-specific cryptic phosphotransferase enzyme IIA component
MBBINGLK_00380	CDS	909	hflC_1		COG0330	Modulator of FtsH protease HflC
MBBINGLK_00381	CDS	1992	tktA_1	2.2.1.1	COG0021	Transketolase 1
MBBINGLK_00382	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
MBBINGLK_00383	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
MBBINGLK_00384	CDS	732				hypothetical protein
MBBINGLK_00385	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
MBBINGLK_00386	CDS	252				hypothetical protein
MBBINGLK_00387	CDS	1155	metK_1	2.5.1.6	COG0192	S-adenosylmethionine synthase
MBBINGLK_00388	CDS	1395	galP			Galactose-proton symporter
MBBINGLK_00389	CDS	456	sprT			Protein SprT
MBBINGLK_00390	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
MBBINGLK_00391	CDS	732	rsmE_1	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
MBBINGLK_00392	CDS	951	gshB	6.3.2.3	COG0189	Glutathione synthetase
MBBINGLK_00393	CDS	636				hypothetical protein
MBBINGLK_00394	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
MBBINGLK_00395	CDS	981	yggR		COG2805	putative protein YggR
MBBINGLK_00396	CDS	705	yggS		COG0325	Pyridoxal phosphate homeostasis protein
MBBINGLK_00397	CDS	567				hypothetical protein
MBBINGLK_00398	CDS	291				hypothetical protein
MBBINGLK_00399	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
MBBINGLK_00400	CDS	1137	hemW		COG0635	Heme chaperone HemW
MBBINGLK_00401	CDS	1008				hypothetical protein
MBBINGLK_00402	CDS	1047	ansB	3.5.1.1	COG0252	L-asparaginase 2
MBBINGLK_00403	CDS	720				hypothetical protein
MBBINGLK_00404	CDS	327			COG3171	putative protein
MBBINGLK_00405	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
MBBINGLK_00406	CDS	1053	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
MBBINGLK_00407	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
MBBINGLK_00408	CDS	1080	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
MBBINGLK_00409	CDS	1257	nupG			Nucleoside permease NupG
MBBINGLK_00410	CDS	2136	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
MBBINGLK_00411	CDS	708				hypothetical protein
MBBINGLK_00412	tRNA	75				tRNA-Phe(gaa)
MBBINGLK_00413	CDS	105				hypothetical protein
MBBINGLK_00414	CDS	984	kpsF	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KpsF
MBBINGLK_00415	CDS	1149				hypothetical protein
MBBINGLK_00416	CDS	1677	kpsD		COG1596	Polysialic acid transport protein KpsD
MBBINGLK_00417	CDS	741	kpsU_1	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
MBBINGLK_00418	CDS	2028				hypothetical protein
MBBINGLK_00419	CDS	1206				hypothetical protein
MBBINGLK_00420	CDS	1230				hypothetical protein
MBBINGLK_00421	CDS	1176				hypothetical protein
MBBINGLK_00422	CDS	1110	neuC			Polysialic acid biosynthesis protein P7
MBBINGLK_00423	CDS	1257	neuA	2.7.7.43		N-acylneuraminate cytidylyltransferase
MBBINGLK_00424	CDS	1041	legI	2.5.1.101	COG2089	N,N'-diacetyllegionaminic acid synthase
MBBINGLK_00425	CDS	624	epsM_1	2.3.1.-	COG0110	Putative acetyltransferase EpsM
MBBINGLK_00426	CDS	660	kpsT			Polysialic acid transport ATP-binding protein KpsT
MBBINGLK_00427	CDS	777	kpsM		COG1682	Polysialic acid transport protein KpsM
MBBINGLK_00428	CDS	537	epsM_2		COG3149	Type II secretion system protein M
MBBINGLK_00429	CDS	1179				hypothetical protein
MBBINGLK_00430	CDS	978	gspK_1		COG3156	Putative type II secretion system protein K
MBBINGLK_00431	CDS	606	xcpW		COG4795	Type II secretion system protein J
MBBINGLK_00432	CDS	372				hypothetical protein
MBBINGLK_00433	CDS	564	epsH			Type II secretion system protein H
MBBINGLK_00434	CDS	456	epsG		COG2165	Type II secretion system protein G
MBBINGLK_00435	CDS	1224	epsF_1		COG1459	Type II secretion system protein F
MBBINGLK_00436	CDS	1494	epsE_1		COG2804	Type II secretion system protein E
MBBINGLK_00437	CDS	2061	gspD2			Secretin GspD 2
MBBINGLK_00438	CDS	843	gspC2			Type II secretion system protein C 2
MBBINGLK_00439	CDS	411	yghG			Lipoprotein YghG
MBBINGLK_00440	CDS	810	pppA		COG1989	Prepilin peptidase PppA
MBBINGLK_00441	CDS	4563				hypothetical protein
MBBINGLK_00442	CDS	1683	glcA		COG1620	Glycolate permease GlcA
MBBINGLK_00443	CDS	2172	glcB	2.3.3.9	COG2225	Malate synthase G
MBBINGLK_00444	CDS	405				hypothetical protein
MBBINGLK_00445	CDS	1224	lutA_1			Lactate utilization protein A
MBBINGLK_00446	CDS	1053				hypothetical protein
MBBINGLK_00447	CDS	1500		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
MBBINGLK_00448	CDS	765	glcC		COG2186	Glc operon transcriptional activator
MBBINGLK_00449	CDS	1143	yghO			Protein YghO
MBBINGLK_00450	CDS	1692		6.2.1.-	COG0318	Long-chain-fatty-acid--AMP ligase FadD26
MBBINGLK_00451	CDS	915	oleD_1	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
MBBINGLK_00452	CDS	249	acpP_1			Acyl carrier protein
MBBINGLK_00453	CDS	1173	bioF_1	2.3.1.47		8-amino-7-oxononanoate synthase
MBBINGLK_00454	CDS	1080	lptG_1		COG0795	Lipopolysaccharide export system permease protein LptG
MBBINGLK_00455	CDS	1071				hypothetical protein
MBBINGLK_00456	CDS	561	ytfJ_1		COG3054	putative protein YtfJ
MBBINGLK_00457	CDS	837				hypothetical protein
MBBINGLK_00458	CDS	1350				hypothetical protein
MBBINGLK_00459	CDS	771				hypothetical protein
MBBINGLK_00460	CDS	699				hypothetical protein
MBBINGLK_00461	CDS	693	tmk_1	2.7.4.9		Thymidylate kinase
MBBINGLK_00462	CDS	1500	pitA_1		COG0306	Low-affinity inorganic phosphate transporter 1
MBBINGLK_00463	CDS	1860	gss		COG0754	Bifunctional glutathionylspermidine synthetase/amidase
MBBINGLK_00464	CDS	867	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
MBBINGLK_00465	CDS	249	hybG		COG0298	Hydrogenase maturation factor HybG
MBBINGLK_00466	CDS	342	hybF		COG0375	Hydrogenase maturation factor HybF
MBBINGLK_00467	CDS	489	hybE			Hydrogenase-2 operon protein HybE
MBBINGLK_00468	CDS	495	hybD	3.4.23.-	COG0680	Hydrogenase 2 maturation protease
MBBINGLK_00469	CDS	1704	hybC	1.12.99.6	COG0374	Hydrogenase-2 large chain
MBBINGLK_00470	CDS	1179	hybB		COG5557	putative Ni/Fe-hydrogenase 2 b-type cytochrome subunit
MBBINGLK_00471	CDS	987	fdnH_1		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
MBBINGLK_00472	CDS	1119	hybO	1.12.99.6	COG1740	Hydrogenase-2 small chain
MBBINGLK_00473	CDS	288				hypothetical protein
MBBINGLK_00474	CDS	888				hypothetical protein
MBBINGLK_00475	CDS	1041	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
MBBINGLK_00476	CDS	495				hypothetical protein
MBBINGLK_00477	CDS	885	yghA	1.-.-.-		putative oxidoreductase YghA
MBBINGLK_00478	CDS	426	exbD		COG0848	Biopolymer transport protein ExbD
MBBINGLK_00479	CDS	735	exbB		COG0811	Biopolymer transport protein ExbB
MBBINGLK_00480	CDS	1188	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
MBBINGLK_00481	CDS	660	yghB		COG0586	Inner membrane protein YghB
MBBINGLK_00482	CDS	957	rhaS_1			HTH-type transcriptional activator RhaS
MBBINGLK_00483	CDS	1164	yqhD	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
MBBINGLK_00484	CDS	828	dkgA	1.1.1.274	COG0656	2,5-diketo-D-gluconic acid reductase A
MBBINGLK_00485	CDS	927				hypothetical protein
MBBINGLK_00486	CDS	258	lpp1			Major outer membrane lipoprotein Lpp 1
MBBINGLK_00487	CDS	2220				hypothetical protein
MBBINGLK_00488	CDS	750	pdhR_1		COG2186	Pyruvate dehydrogenase complex repressor
MBBINGLK_00489	CDS	1473	mtlK_1	1.1.1.67	COG0246	Mannitol 2-dehydrogenase
MBBINGLK_00490	CDS	1017	lgoD_1	1.1.1.414	COG1063	L-galactonate-5-dehydrogenase
MBBINGLK_00491	CDS	1011	yjmC	1.1.1.-	COG2055	putative oxidoreductase YjmC
MBBINGLK_00492	CDS	984			COG1638	Solute-binding protein
MBBINGLK_00493	CDS	483				hypothetical protein
MBBINGLK_00494	CDS	1305	dctM		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
MBBINGLK_00495	CDS	120				hypothetical protein
MBBINGLK_00496	CDS	1413	ftsP		COG2132	Cell division protein FtsP
MBBINGLK_00497	CDS	738	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
MBBINGLK_00498	CDS	2259	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
MBBINGLK_00499	CDS	1608	ygiS		COG4166	putative deoxycholate-binding periplasmic protein YgiS
MBBINGLK_00500	CDS	483	sbmC_1			DNA gyrase inhibitor
MBBINGLK_00501	CDS	393	ygiW		COG3111	Protein YgiW
MBBINGLK_00502	CDS	660	qseB			Transcriptional regulatory protein QseB
MBBINGLK_00503	CDS	1350	qseC	2.7.13.3		Sensor protein QseC
MBBINGLK_00504	CDS	711				hypothetical protein
MBBINGLK_00505	CDS	534	hcpA_2		COG3157	Major exported protein
MBBINGLK_00506	CDS	582	mdaB	1.6.5.10	COG2249	NADPH:quinone oxidoreductase MdaB
MBBINGLK_00507	CDS	315	ygiN	1.-.-.-	COG1359	putative quinol monooxygenase YgiN
MBBINGLK_00508	CDS	888				hypothetical protein
MBBINGLK_00509	CDS	948				hypothetical protein
MBBINGLK_00510	CDS	1050	feuC		COG0609	Iron-uptake system permease protein FeuC
MBBINGLK_00511	CDS	984	yfiZ		COG0609	putative siderophore transport system permease protein YfiZ
MBBINGLK_00512	CDS	810	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
MBBINGLK_00513	CDS	2142	cntO_1		COG1629	Metal-pseudopaline receptor CntO
MBBINGLK_00514	CDS	1893	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
MBBINGLK_00515	CDS	582				hypothetical protein
MBBINGLK_00516	CDS	828	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
MBBINGLK_00517	CDS	423				hypothetical protein
MBBINGLK_00518	CDS	630	nudF	3.6.1.13		ADP-ribose pyrophosphatase
MBBINGLK_00519	CDS	1482	tolC		COG1538	Outer membrane protein TolC
MBBINGLK_00520	CDS	672				hypothetical protein
MBBINGLK_00521	CDS	1161	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
MBBINGLK_00522	CDS	1797	assT	2.8.2.22		Arylsulfate sulfotransferase AssT
MBBINGLK_00523	CDS	669	dsbL		COG0526	Thiol:disulfide interchange protein DsbL
MBBINGLK_00524	CDS	672	dsbI		COG1495	Protein-disulfide oxidoreductase DsbI
MBBINGLK_00525	CDS	816	ygiD_1	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
MBBINGLK_00526	CDS	774	zupT		COG0428	Zinc transporter ZupT
MBBINGLK_00527	CDS	171	yqiD			Protein YqiD
MBBINGLK_00528	CDS	564	ybgD			putative fimbrial-like protein YbgD
MBBINGLK_00529	CDS	2523	papC_1		COG3188	Outer membrane usher protein PapC
MBBINGLK_00530	CDS	741	yfcS_1		COG3121	putative fimbrial chaperone YfcS
MBBINGLK_00531	CDS	1050				hypothetical protein
MBBINGLK_00532	CDS	654	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
MBBINGLK_00533	CDS	300	ubiK		COG2960	Ubiquinone biosynthesis accessory factor UbiK
MBBINGLK_00534	CDS	201	glgS			Surface composition regulator
MBBINGLK_00535	CDS	630	yqiJ			Inner membrane protein YqiJ
MBBINGLK_00536	CDS	1662	yqiK		COG2268	Inner membrane protein YqiK
MBBINGLK_00537	CDS	1434	hldE		COG2870	Bifunctional protein HldE
MBBINGLK_00538	CDS	2841	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
MBBINGLK_00539	CDS	1302	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
MBBINGLK_00540	CDS	621				hypothetical protein
MBBINGLK_00541	CDS	1239	cca		COG0617	Multifunctional CCA protein
MBBINGLK_00542	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
MBBINGLK_00543	CDS	369	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
MBBINGLK_00544	CDS	618	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
MBBINGLK_00545	CDS	933	dmlR_1			HTH-type transcriptional regulator DmlR
MBBINGLK_00546	CDS	912	ttdA	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
MBBINGLK_00547	CDS	606	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
MBBINGLK_00548	CDS	1464	ttdT_1		COG0471	L-tartrate/succinate antiporter
MBBINGLK_00549	CDS	1014	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
MBBINGLK_00550	CDS	216	rpsU		COG0828	30S ribosomal protein S21
MBBINGLK_00551	CDS	1746	dnaG	2.7.7.-	COG0358	DNA primase
MBBINGLK_00552	CDS	1842	rpoD		COG0568	RNA polymerase sigma factor RpoD
MBBINGLK_00553	CDS	507	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
MBBINGLK_00554	tRNA	76				tRNA-Met(cat)
MBBINGLK_00555	CDS	765	yqjH	1.16.1.9	COG2375	NADPH-dependent ferric-chelate reductase
MBBINGLK_00556	CDS	624	yqjI		COG1695	Transcriptional regulator YqjI
MBBINGLK_00557	CDS	1521	aer		COG0840	Aerotaxis receptor
MBBINGLK_00558	CDS	1482	patA	2.6.1.82	COG4992	Putrescine aminotransferase
MBBINGLK_00559	CDS	333	ygjH		COG0073	tRNA-binding protein YgjH
MBBINGLK_00560	CDS	984	melR_1		COG1609	HTH-type transcriptional repressor MelR
MBBINGLK_00561	CDS	3093	ebgA	3.2.1.23	COG3250	Evolved beta-galactosidase subunit alpha
MBBINGLK_00562	CDS	450	ebgC		COG2731	Evolved beta-galactosidase subunit beta
MBBINGLK_00563	CDS	1434	ygjI		COG0531	Inner membrane transporter YgjI
MBBINGLK_00564	CDS	1071				hypothetical protein
MBBINGLK_00565	CDS	2352	ygjK	3.2.1.-		Glucosidase YgjK
MBBINGLK_00566	CDS	2019	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
MBBINGLK_00567	CDS	1137	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
MBBINGLK_00568	CDS	504	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
MBBINGLK_00569	CDS	693				hypothetical protein
MBBINGLK_00570	CDS	1005	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
MBBINGLK_00571	CDS	966	alx		COG0861	Putative membrane-bound redox modulator Alx
MBBINGLK_00572	CDS	1245	sstT		COG3633	Serine/threonine transporter SstT
MBBINGLK_00573	CDS	552	ygjV			Inner membrane protein YgjV
MBBINGLK_00574	CDS	1488	uxaA	4.2.1.7	COG2721	Altronate dehydratase
MBBINGLK_00575	CDS	1413	uxaC	5.3.1.12	COG1904	Uronate isomerase
MBBINGLK_00576	CDS	1299	exuT_1			Hexuronate transporter
MBBINGLK_00577	CDS	777	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
MBBINGLK_00578	CDS	663	yqjA		COG0586	Inner membrane protein YqjA
MBBINGLK_00579	CDS	384	mzrA			Modulator protein MzrA
MBBINGLK_00580	CDS	369	yqjC			Protein YqjC
MBBINGLK_00581	CDS	306	yqjD		COG4575	putative protein YqjD
MBBINGLK_00582	CDS	405	yqjE		COG5393	Inner membrane protein YqjE
MBBINGLK_00583	CDS	300				hypothetical protein
MBBINGLK_00584	CDS	483	yqjF		COG2259	Inner membrane protein YqjF
MBBINGLK_00585	CDS	987	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
MBBINGLK_00586	CDS	369	yhaH		COG3152	Inner membrane protein YhaH
MBBINGLK_00587	CDS	897	yhaJ_1			HTH-type transcriptional regulator YhaJ
MBBINGLK_00588	CDS	702	yhaK		COG1741	Pirin-like protein YhaK
MBBINGLK_00589	CDS	165				hypothetical protein
MBBINGLK_00590	CDS	1311				hypothetical protein
MBBINGLK_00591	CDS	1332	dlsT		COG0814	putative serine transporter
MBBINGLK_00592	CDS	1365	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
MBBINGLK_00593	CDS	390	tdcF	3.5.4.-	COG0251	Putative reactive intermediate deaminase TdcF
MBBINGLK_00594	CDS	2295	tdcE	2.3.1.-	COG1882	PFL-like enzyme TdcE
MBBINGLK_00595	CDS	1209	tdcD_1	2.7.2.15	COG0282	Propionate kinase
MBBINGLK_00596	CDS	1332	tdcC		COG0814	Threonine/serine transporter TdcC
MBBINGLK_00597	CDS	990	tdcB	4.3.1.19	COG1171	L-threonine dehydratase catabolic TdcB
MBBINGLK_00598	CDS	939	tsaR			HTH-type transcriptional regulator TsaR
MBBINGLK_00599	CDS	1146	garK	2.7.1.165	COG1929	Glycerate 2-kinase
MBBINGLK_00600	CDS	891	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
MBBINGLK_00601	CDS	771	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
MBBINGLK_00602	CDS	1335	garP			putative galactarate transporter
MBBINGLK_00603	CDS	1572	garD	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
MBBINGLK_00604	CDS	825	srlR_2		COG1349	Glucitol operon repressor
MBBINGLK_00605	CDS	1281	kbaZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ
MBBINGLK_00606	CDS	474	sorB_1	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
MBBINGLK_00607	CDS	780	agaC_1		COG3715	N-acetylgalactosamine permease IIC component 1
MBBINGLK_00608	CDS	879	manZ_1		COG3716	PTS system mannose-specific EIID component
MBBINGLK_00609	CDS	435	manX_1	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
MBBINGLK_00610	CDS	1134	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
MBBINGLK_00611	CDS	1155	agaS	3.5.99.-	COG2222	Putative D-galactosamine-6-phosphate deaminase AgaS
MBBINGLK_00612	CDS	861	kbaY_1	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
MBBINGLK_00613	CDS	477	sorB_2	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
MBBINGLK_00614	CDS	804	agaC_2		COG3715	N-acetylgalactosamine permease IIC component 1
MBBINGLK_00615	CDS	792	manZ_2		COG3716	PTS system mannose-specific EIID component
MBBINGLK_00616	CDS	714	nagB_1	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
MBBINGLK_00617	CDS	864	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
MBBINGLK_00618	CDS	2037	lpoA		COG3107	Penicillin-binding protein activator LpoA
MBBINGLK_00619	CDS	396				hypothetical protein
MBBINGLK_00620	CDS	591	diaA		COG0279	DnaA initiator-associating protein DiaA
MBBINGLK_00621	CDS	576	osmY_1		COG2823	Osmotically-inducible protein Y
MBBINGLK_00622	CDS	1041				hypothetical protein
MBBINGLK_00623	CDS	636				hypothetical protein
MBBINGLK_00624	CDS	519	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
MBBINGLK_00625	CDS	444				hypothetical protein
MBBINGLK_00626	CDS	303				hypothetical protein
MBBINGLK_00627	CDS	504				hypothetical protein
MBBINGLK_00628	CDS	525	ubiJ_1			Ubiquinone biosynthesis accessory factor UbiJ
MBBINGLK_00629	CDS	996	yhbU	3.4.-.-	COG0826	putative protease YhbU
MBBINGLK_00630	CDS	879				hypothetical protein
MBBINGLK_00631	CDS	1008				hypothetical protein
MBBINGLK_00632	CDS	1245	mtr		COG0814	Tryptophan-specific transport protein
MBBINGLK_00633	CDS	1890	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
MBBINGLK_00634	CDS	885	nlpI		COG4785	Lipoprotein NlpI
MBBINGLK_00635	CDS	2136	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
MBBINGLK_00636	CDS	270	rpsO		COG0184	30S ribosomal protein S15
MBBINGLK_00637	CDS	945	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
MBBINGLK_00638	CDS	402	rbfA		COG0858	30S ribosome-binding factor
MBBINGLK_00639	CDS	2673	infB		COG0532	Translation initiation factor IF-2
MBBINGLK_00640	CDS	1488	nusA		COG0195	Transcription termination/antitermination protein NusA
MBBINGLK_00641	CDS	453	rimP		COG0779	Ribosome maturation factor RimP
MBBINGLK_00642	tRNA	77				tRNA-Met(cat)
MBBINGLK_00643	CDS	1344	argG_1	6.3.4.5	COG0137	Argininosuccinate synthase
MBBINGLK_00644	CDS	1518	yhbX	2.-.-.-	COG2194	Putative transferase YhbX
MBBINGLK_00645	tRNA	87				tRNA-Leu(gag)
MBBINGLK_00646	CDS	333	secG		COG1314	Protein-export membrane protein SecG
MBBINGLK_00647	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
MBBINGLK_00648	CDS	849	folP	2.5.1.15	COG0294	Dihydropteroate synthase
MBBINGLK_00649	CDS	1944	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
MBBINGLK_00650	CDS	630	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
MBBINGLK_00651	CDS	294	yhbY		COG1534	RNA-binding protein YhbY
MBBINGLK_00652	CDS	477	greA		COG0782	Transcription elongation factor GreA
MBBINGLK_00653	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
MBBINGLK_00654	CDS	1173	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
MBBINGLK_00655	CDS	966	yhbE		COG0697	putative inner membrane transporter YhbE
MBBINGLK_00656	CDS	258	rpmA		COG0211	50S ribosomal protein L27
MBBINGLK_00657	CDS	312	rplU		COG0261	50S ribosomal protein L21
MBBINGLK_00658	CDS	972	ispB_1	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
MBBINGLK_00659	CDS	279				hypothetical protein
MBBINGLK_00660	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
MBBINGLK_00661	CDS	270	ibaG		COG5007	Acid stress protein IbaG
MBBINGLK_00662	CDS	294	mlaB		COG3113	Intermembrane phospholipid transport system binding protein MlaB
MBBINGLK_00663	CDS	636	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
MBBINGLK_00664	CDS	552	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
MBBINGLK_00665	CDS	783	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
MBBINGLK_00666	CDS	798	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
MBBINGLK_00667	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
MBBINGLK_00668	CDS	987	kdsD_2	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
MBBINGLK_00669	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
MBBINGLK_00670	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
MBBINGLK_00671	CDS	558	lptA		COG1934	Lipopolysaccharide export system protein LptA
